contact_id,email,phone_number,notification_channel,account_creation_date
7238cc7ee1ba,tamicaldwell@example.com,+254705268802, SMS ,2025-04-08T13:29:09.526564
e089b74891ad,wheelertammy@example.net,+256727235728, Push ,2024-11-28T17:58:04.938402
bae433e1b93b,scottwhite@example.org,+255722708237, In App ,2025-01-06T15:25:56.806504
2a92ef558444,jamescampbell@example.net,+250795284367, Push ,2025-03-15T08:37:12.075361
b6e0531d88b2,tjackson@example.com,+254754087255,Email,2025-04-03T03:44:49.561033
3e5fb3be8360,vsummers@example.com,+256765358886,Email,2024-12-13T23:00:58.523288
dfe980e2c985,umitchell@example.com,+255735395022,Push Notification,2025-04-10T17:46:20.669290
356e6a273430,eric48@example.com,+250730562217,Push Notification,2024-06-10T17:56:27.161304
0e86fa3fab0c,blakeandrew@example.net,+254791393030,Push Notification,2024-06-24T19:49:42.771434
a67934c2e986,nashkevin@example.net,+256762612492, SMS ,2024-06-10T05:44:32.258084
1176916e8b8e,nsingleton@example.com,+255709555390, Push ,2024-05-19T21:35:13.234521
c5d75e484ed3,whiteandrew@example.net,+250720993567, Push ,2024-08-22T11:06:17.904184
b34572bfd5be,robertoneal@example.org,+254702668812, SMS ,2024-12-19T00:34:34.016759
5e1c461db5cd,jennifer43@example.com,+256744486389,sms,2024-06-28T18:01:02.517965
140b124f733b,nmorton@example.org,+255766643138,Push Notification,2024-11-09T00:36:10.783078
aa2f89095174,alexander07@example.org,+250780093802,Push Notification,2025-02-20T08:24:36.094035
bb66c3a1f749,peter04@example.com,+254771268042,e-Mail,2024-05-23T07:38:15.459884
b86fdc978518,pbrewer@example.org,+256766643318, In App ,2024-12-14T19:56:04.343058
404cccc75665,jeffrey27@example.org,+255719316384, SMS ,2024-05-19T20:34:42.407781
7c3efdec3473,carterkenneth@example.net,+250740526869, In App ,2024-08-13T18:02:12.643888
0abec859707b,janet63@example.com,+254756929836,e-Mail,2025-02-19T05:32:03.394165
8a3fc58effcc,emiller@example.net,+256759753414,e-Mail,2024-11-30T05:36:51.472363
300059def841,adamsaaron@example.com,+255796686631,Push Notification,2024-07-16T14:09:18.172326
d2483deb84f0,kellyrojas@example.org,+250783261221,e-Mail,2025-03-08T11:32:31.543777
7ec05404633b,carolyn32@example.com,+254728189469, In App ,2025-01-16T00:05:44.924461
6f8afd9b0847,webbjeff@example.net,+256700647236, SMS ,2024-05-10T00:24:42.476921
b4127fd28598,davidmurray@example.net,+255778659725, In App ,2025-03-05T00:44:11.876884
f4d3109647c2,elizabeth87@example.org,+250763264857, In App ,2025-04-13T10:01:26.865046
c357b9ae6ee6,hgarrison@example.net,+254723578124,Email,2025-01-24T15:02:56.662739
26befe5c6815,ronaldflores@example.com,+256796089686,Email,2024-11-22T16:17:58.767112
955a82e2393a,taylor28@example.org,+255704884602, In App ,2024-09-16T01:11:01.271541
9a8c0678324a,hesskaren@example.com,+250710467359,sms,2024-09-28T02:00:14.726432
c3deaec1a1a5,johnsoncasey@example.com,+254781489732,Push Notification,2024-09-04T03:49:00.622421
2faed6d3a10a,amysmith@example.com,+256755298883,In-app ,2025-04-05T18:09:15.195066
429aa2d08388,zlopez@example.com,+255713452525,e-Mail,2024-12-15T05:12:21.079420
c0c4df62b1dc,othomas@example.com,+250762007434,Email,2024-06-02T19:19:15.948254
fbb276dfdc1a,qmcdonald@example.org,+254776044003, Push ,2024-09-29T22:45:16.838438
703c607d8202,marquezchristine@example.org,+256712887136, SMS ,2025-03-13T00:15:04.552252
694669f11978,tmorris@example.net,+255732212583, Push ,2025-03-24T10:41:31.375324
38265e986b69,fowens@example.org,+250762977873,e-Mail,2024-07-12T20:15:49.863635
1270c72016ae,stephensbob@example.com,+254741562844,Email,2024-09-14T06:17:47.528600
8a20bd772298,richard89@example.org,+256779375602,Push Notification,2024-08-01T16:07:44.171711
6448e1174f48,ambermitchell@example.org,+255771191844, Push ,2025-01-04T00:31:01.388373
f770a1eb074d,vincent55@example.com,+250799085061,In-app ,2025-03-27T06:13:58.239154
3b53ba9322e8,xsnyder@example.org,+254796978706,Push Notification,2025-01-01T21:06:38.972221
03aa0740e88d,tjordan@example.org,+256739570466, Push ,2024-10-13T13:32:43.222138
34ba86d6d6c6,dennismanning@example.org,+255787172652,Email,2025-03-10T11:05:16.567261
0ec1909e8fec,johnibarra@example.com,+250755876957, In App ,2024-09-08T02:05:37.794967
8b0e716fd80a,nlane@example.org,+254736638025,In-app ,2024-10-27T14:04:46.043274
d16cfaa720be,walterstony@example.com,+256751278515, Push ,2024-11-16T16:24:00.456153
c1cb3a28a79c,msmith@example.org,+255722743564, In App ,2024-10-02T07:46:20.606251
1ba33fd5bb27,zmontgomery@example.org,+250773203974, Push ,2024-08-15T22:34:12.279380
8b088759da2f,williamschristina@example.net,+254760915372,In-app ,2024-08-17T22:05:35.395562
30af451a59cf,nelsondavid@example.net,+256707691273, SMS ,2024-06-29T07:02:46.708843
47bddd7a43aa,stephencase@example.net,+255733827909,Email,2024-08-20T07:10:45.979655
2a291cd32119,stevenhernandez@example.com,+250716362572,Push Notification,2024-05-08T20:35:54.429046
1438c848e86f,michaeladams@example.org,+254760747427,Email,2024-11-05T12:06:31.814714
5c01b645dfc3,moorejennifer@example.com,+256789618377,Push Notification,2024-12-13T04:29:22.396039
1153a0f196f3,rachelfrederick@example.com,+255792131909,sms,2024-11-15T12:28:18.232278
486692605887,iduran@example.com,+250779330313, Push ,2024-05-18T10:33:30.007253
7918d19a04e2,eringonzalez@example.org,+254736839166,sms,2024-12-13T12:16:06.168250
8898a80dd711,gjohnson@example.com,+256741037392,Push Notification,2024-07-03T06:02:53.879561
4af3c55c86e2,racosta@example.net,+255780274909,In-app ,2024-08-20T01:18:21.204449
d3e63b0bcba3,amy03@example.com,+250765713564, In App ,2024-06-15T00:03:19.203947
c826d8da423a,hollygonzales@example.org,+254753540303,sms,2024-09-18T00:29:39.538760
8d80b81233b9,morganscott@example.net,+256774425520,Push Notification,2025-01-01T05:42:01.134408
b41d0d03c9f2,mayscurtis@example.com,+255791937030,Push Notification,2024-09-27T12:32:49.405586
b556f68b6b31,ymartinez@example.org,+250772681357,In-app ,2024-06-07T01:30:26.714233
e9563eeaf644,moralesjoshua@example.net,+254748957785,Email,2024-07-30T03:50:25.155426
16e175f993ca,graymark@example.com,+256713178814, Push ,2024-11-11T05:51:13.622180
1d61e28c69ff,william46@example.com,+255733139989, Push ,2024-08-07T15:00:57.411553
48c4af88c0f0,hayeslindsay@example.org,+250799149442, SMS ,2025-01-02T07:45:11.917119
4f5050e61487,kentbishop@example.com,+254771519224,sms,2024-07-20T21:54:27.388767
ff77f87044a0,logan57@example.com,+256709893554,e-Mail,2025-03-05T23:25:36.871891
356e6a55f118,lesliebowman@example.org,+255742498204,In-app ,2024-10-20T14:50:32.772538
d83ac75922d0,davidmayo@example.com,+250736087837, SMS ,2024-12-02T21:29:40.824968
a35f04296d50,ispence@example.net,+254721343387, In App ,2024-05-05T21:57:58.654691
4c1b617645a9,henrysamuel@example.net,+256757609164, SMS ,2024-08-09T04:39:01.293659
50b06ca5ece8,sarahcooper@example.net,779827583, SMS ,2024-07-30T11:36:08.129732
f7141eb4a657,brian70@example.net,+250722810487, Push ,2025-01-07T07:20:27.834372
f177ab76c439,zburns@example.org,+254716123145, SMS ,2024-05-19T19:52:16.626310
0eedce64ad3b,ugomez@example.org,+256730058826,Push Notification,2024-10-17T00:14:08.489363
222acb245b75,pollardstephanie@example.net,+255763753415,Email,2024-07-18T08:15:20.427521
321a1e145cc9,hayesrobert@example.com,+250721712948,Push Notification,2024-07-02T03:34:02.669274
3b326ae48e84,samuelgarcia@example.org,+254777331997,In-app ,2025-04-19T20:47:44.378600
55c7da64c5e9,jeffreyholt@example.com,+256750153471, SMS ,2024-06-05T02:24:36.141898
43cdebc022f8,amartin@example.net,+255719352682, SMS ,2024-06-23T02:10:03.058404
d6893eb17797,shanemiller@example.org,+250781914777,Email,2024-07-04T03:07:37.273107
9e20ebc026de,tracy90@example.org,+254738011396, In App ,2024-06-09T01:28:59.772974
f29a82c82639,carneypatricia@example.com,+256785257356, In App ,2024-09-27T07:19:39.669307
d466b83fc198,crawfordlisa@example.org,+255746654937, Push ,2024-05-21T19:21:36.336936
1d2447796778,stanleyjimmy@example.com,+250710610617, Push ,2024-05-04T01:02:54.414236
85c4061f374c,rcoleman@example.com,+254730235489,In-app ,2024-06-30T20:24:52.509780
47f6528e3eea,amber79@example.net,+256712253151,Push Notification,2024-11-05T19:16:29.083529
d10c293d3c05,susan71@example.org,+255786892999,Push Notification,2025-02-05T22:39:08.595799
8f2698ca78d6,kirkwilkinson@example.com,+250735550437,Push Notification,2024-09-20T15:04:14.986813
5bc17d853603,misty23@example.org,+254728780882,e-Mail,2024-06-12T02:17:23.472365
11ce27768a74,teresasalazar@example.com,+256781100016, SMS ,2024-12-11T03:40:13.466720
761e5b8d0f86,jonathanhansen@example.org,+255775803136,In-app ,2025-04-15T15:24:34.652764
3464c545abc3,lawrence49@example.org,+250771535751, SMS ,2024-08-25T17:46:40.407346
1d92af990ca4,ogonzalez@example.com,+254794190194,Push Notification,2024-09-17T10:11:57.919356
b489ff8c6b5a,daniel01@example.com,+256790301809,Email,2024-06-06T07:27:46.943777
e1eef7c8eff9,johnsonbryce@example.com,+255755367854, Push ,2024-10-17T14:09:53.456226
a1c76a232a64,harrellbrenda@example.com,+250792094416,Push Notification,2024-10-03T23:01:03.500299
b474321e9be3,michaelwilliams@example.org,+254700842744, In App ,2025-01-08T00:21:57.010964
ccaf6a0ed05b,anthony50@example.com,+256762485592,In-app ,2025-02-24T06:01:52.793260
f89994b2a64f,vmckinney@example.net,+255736025122,Push Notification,2024-09-20T23:28:43.925505
369fa149a587,ulowe@example.org,+250767699355,e-Mail,2024-10-03T15:41:31.636688
63445743b159,john76@example.net,+254720011860, Push ,2024-07-04T21:36:03.478325
cca5e274bc91,tracy51@example.org,+256771268129,sms,2024-12-12T14:02:10.148326
c80fa4955e0c,arellanoaaron@example.com,+255776942271, In App ,2025-03-01T03:59:26.953104
072a747c3793,sarahdawson@example.com,+250741304111, SMS ,2024-09-21T07:10:28.973363
0019a57eab77,wreyes@example.com,+254775696658,e-Mail,2024-12-21T00:41:49.615770
64b312c17ee7,hoffmanwillie@example.net,+256712638940,In-app ,2024-05-14T20:10:16.095624
c43b85f7b8de,jross@example.org,+255785079393, Push ,2024-08-24T11:23:14.926521
0e09fc0752a3,john85@example.org,+250726276849, In App ,2024-09-25T00:54:48.013548
7055147885a9,xpoole@example.org,+254796708670, Push ,2024-11-24T22:43:55.284289
0a6a7e23d031,bestalex@example.com,+256794336879,Email,2024-12-28T13:24:29.550991
b7a153a16f0a,christensenlisa@example.net,+255740981899, SMS ,2024-09-13T22:32:53.340173
df1f95d72f9c,gonzalessheila@example.net,+250795304298,Push Notification,2024-11-29T22:40:29.417917
1fbd876a8f1a,xaguilar@example.com,+254707081370,In-app ,2024-04-28T16:30:45.898961
02e7725e3798,lknight@example.com,+256748817240,In-app ,2024-05-04T22:04:31.711658
d684abf3bfaa,michelle26@example.com,+255775640129, In App ,2024-09-01T15:33:40.128649
25c97a1908b5,osbornecharles@example.com,+250723061523,Email,2025-01-22T18:02:30.246975
e8a7a4ec64fe,marcus86@example.net,+254796659706,Push Notification,2024-11-29T23:09:36.042934
af6c94cd6faf,joannerose@example.com,+256792198816, SMS ,2024-07-25T17:42:40.848406
ec37040e0280,roberta88@example.net,+255736825041, In App ,2024-05-12T01:26:32.266939
48488b5f46ad,jason59@example.net,+250761671066, In App ,2025-01-23T12:15:25.351696
1ba806060f6a,xmartinez@example.org,+254715782803, In App ,2024-07-17T13:38:36.630998
bdad3546c666,keith88@example.net,+256740556777, Push ,2024-07-20T20:31:05.580702
378b58fce7ce,nwheeler@example.com,+255741705307, In App ,2024-09-14T17:35:48.742657
99eff22430da,aprilgonzales@example.com,+250762557239, SMS ,2025-01-27T08:34:07.501977
5c4a06340c5b,michaelblake@example.org,+254798193642,e-Mail,2024-06-25T08:12:25.015367
799c11eefea1,jacob11@example.org,+256744072489, In App ,2025-02-02T18:18:01.594738
d5e7dc18ef4f,vhernandez@example.com,+255775084919, In App ,2024-07-30T06:54:59.949656
3b3223b1d05f,rodriguezshawn@example.net,+250762887419, SMS ,2024-05-26T16:45:40.394373
fdf29ebdfdc8,petersonmichael@example.net,+254763640442,Email,2024-11-21T05:21:42.761636
f3adcf51facc,noahsawyer@example.org,+256744250882,Push Notification,2025-02-16T19:07:02.120317
eb5ecbf280bf,francisadrian@example.org,+255749061270,Email,2025-01-13T02:20:28.705204
81bd13b1f968,christophercochran@example.org,+250789034517,In-app ,2024-05-28T10:03:59.230211
4f573c174d08,johnperry@example.com,+254744659503,Email,2025-01-15T16:35:07.094089
667d7ccedeef,aaron41@example.com,+256705925814,In-app ,2024-05-13T03:50:30.313643
b33c1ea2b5ed,john32@example.com,+255765597270, In App ,2025-01-22T12:48:02.990389
0102b503d558,joseph81@example.org,+250780652273,e-Mail,2025-03-21T09:56:20.507074
903b285fc666,langmonica@example.net,+254744454653,In-app ,2024-09-10T03:28:41.740254
ac948e96cc0f,bgonzalez@example.com,+256740705715, In App ,2024-12-22T13:55:37.835550
02ca9732a52b,trevormalone@example.com,+255716168576, SMS ,2025-03-03T18:46:53.839422
bf3a4ec5a380,vgreen@example.net,+250701548861,In-app ,2025-01-07T03:52:44.560383
a6027ed99b85,thomasjason@example.org,+254749294387,e-Mail,2024-12-23T11:36:36.920546
8a2c2d047228,alice56@example.org,+256705103680,Email,2024-04-29T23:12:00.362864
aa772c179502,yjones@example.org,+255743476519,e-Mail,2024-07-08T04:41:09.192107
bd7e80e8afec,darren63@example.com,+250745004375,e-Mail,2025-03-02T06:26:44.495890
152bd6c472dd,cchandler@example.org,+254778502251,e-Mail,2024-12-13T16:46:11.461766
f08820b49fcb,joshua72@example.org,+256707295660, In App ,2024-08-04T15:46:20.640595
25d89f816ff7,cameronfrench@example.org,+255700383682,e-Mail,2024-04-29T08:25:38.070693
4849223f7d42,cellis@example.com,+250790715392, Push ,2025-03-12T20:02:53.036109
c64e4b186643,emilyrobinson@example.com,+254733488142,In-app ,2024-07-06T23:41:57.759938
e57e289c7705,leesteven@example.net,+256746574442, In App ,2024-07-18T17:42:52.007589
cd9cd8487871,timothyspencer@example.net,+255777078980, Push ,2025-01-31T08:47:35.122292
e777bcb84369,bhughes@example.org,+250758719141, SMS ,2024-08-25T10:47:01.222071
204edfd8e7bf,renee09@example.org,+254732230724, In App ,2025-01-18T20:22:32.377423
3aaf785aa214,jessicaanthony@example.com,+256772202045, SMS ,2024-06-17T13:24:52.358969
77814fd7ef1b,jacobschristopher@example.com,+255751038592,e-Mail,2024-08-22T19:38:11.859986
8fb86de5ce83,aferguson@example.net,+250724016412,Email,2024-07-27T05:17:59.433141
370c3fbaf75e,sandersjustin@example.net,+254716890857,e-Mail,2024-10-25T20:21:37.559807
8afc69b4a497,ojohnson@example.org,+256772980680,Push Notification,2024-08-12T12:28:31.112514
84c287492f8c,hgarcia@example.net,+255726570035,Email,2024-06-15T02:48:30.398623
3ee65b76ec6b,amyjoseph@example.net,+250782722760,e-Mail,2024-10-13T11:11:39.705950
47ec7ceb41ac,lisa06@example.com,+254795436324,Email,2024-11-27T09:38:11.993819
2bad98a7b00f,thomasmyers@example.net,+256753920334, In App ,2024-11-14T19:32:27.219004
b32b52c7e473,uwallace@example.net,+255778173294,Push Notification,2024-07-16T05:48:01.589974
f7e6573ba42d,grichardson@example.org,+250742581198,Email,2025-04-20T22:24:05.122420
91ab0e1ac53f,jaime40@example.com,+254705672441,In-app ,2024-10-07T21:08:37.027760
f22f3e02c5e5,strongrachel@example.com,+256726668882,sms,2025-02-09T02:17:37.790696
f938743d83d9,fowlerangela@example.com,+255700833690, Push ,2024-08-05T14:32:45.893245
9f0a828ab38d,andrea59@example.com,+250717632737,Email,2024-12-23T10:34:34.011832
709215fb5bca,donna67@example.org,+254717868960, Push ,2024-12-26T23:09:35.876330
6d8422748bfe,andre51@example.com,+256792977170,In-app ,2025-01-19T01:23:29.748430
18c03531070d,rpalmer@example.net,713196147,sms,2024-05-06T16:53:09.431777
5bb3559ea3af,johnsonpeter@example.org,+250754820052,sms,2024-08-14T05:01:20.538774
e10c22f370bc,amanda19@example.com,+254795861327,Email,2025-02-16T17:36:54.947294
ac703dcc0481,charles42@example.com,+256748030457,In-app ,2025-03-27T07:52:29.989762
ad50b88c9660,daviscindy@example.org,+255760376515, In App ,2024-10-17T07:51:13.312922
5ac6dcc4b0ff,dawn19@example.org,+250745248733, Push ,2024-06-29T20:01:53.004509
84afbd2e3fec,wrightteresa@example.com,+254778597518,Push Notification,2024-08-12T02:35:58.080827
6ffdc7be8edd,micheal57@example.com,+256711961015,Push Notification,2025-01-06T08:32:29.384402
8146cc67042e,gonzalezjoshua@example.net,+255744015243,Email,2024-05-20T02:34:57.620740
91ada18612d3,janicefernandez@example.com,+250773617635, Push ,2025-02-04T22:19:08.198067
15cd07b87dd5,kingram@example.net,+254727422721, SMS ,2024-11-19T18:34:58.016127
330a9771fcd2,carlos79@example.com,745272662, SMS ,2024-10-22T13:55:33.307724
fbf78e813888,zcarlson@example.net,+255725163603,Email,2025-04-14T00:51:07.788599
3383736e6427,gaycheryl@example.net,+250782846953, In App ,2024-09-30T04:27:43.618935
3c03782ad9bb,leslie65@example.net,+254761515002,Email,2025-03-31T16:08:17.172778
a54a85464a38,garmstrong@example.net,+256763819539,Email,2024-08-06T18:14:48.808237
e913fcb781a5,aaron67@example.net,+255745343583,In-app ,2024-09-30T23:34:53.937103
f3c041932874,stephanie63@example.com,+250749149705,sms,2024-08-23T04:05:59.113494
26e0d909df0e,michelle07@example.net,+254715363422,sms,2025-01-14T06:02:48.687901
871727bea71b,lpeters@example.com,+256717212839, In App ,2025-01-16T04:37:15.969507
209ecb03fb70,staceyjames@example.com,+255705652103,e-Mail,2025-02-25T03:01:55.618728
4f7238c67dd5,kennethramirez@example.net,+250744889447, SMS ,2025-04-04T01:48:13.317798
451b74821efa,patrickhays@example.net,+254741477582,e-Mail,2024-05-05T20:50:51.807086
d95ea08e66a3,xsnyder@example.org,+256777755761,sms,2024-09-21T11:03:47.016516
c8d86e500017,rebecca22@example.com,+255750198935,Email,2025-03-02T19:24:58.909854
712a47f80ac1,zacharymarshall@example.org,+250774988884, In App ,2024-08-12T22:30:53.142227
549af24172b5,bethbartlett@example.net,+254725150044,Email,2024-06-26T19:40:37.217913
1827d704a539,julieconner@example.net,+256753583202, Push ,2025-03-08T04:18:15.069922
f004042ed282,travis16@example.org,+255748098291,In-app ,2024-06-28T04:36:02.768641
80d4b82c9fea,juancummings@example.com,+250787987529,e-Mail,2024-08-25T07:41:30.029382
775636bca2b4,sgarza@example.org,+254707774291, In App ,2024-12-27T02:30:29.342554
376f42c0e494,tjohnson@example.net,+256730519989, In App ,2024-05-30T17:18:39.122917
718be4b2559e,cthomas@example.org,+255751721808, In App ,2025-02-27T03:17:59.721775
a9019b3341a8,kimberlyrhodes@example.net,+250790187105,In-app ,2024-08-18T01:24:48.388578
f0f76179d07a,tonyjoseph@example.org,+254725837904,In-app ,2025-02-25T05:11:36.031433
a6bd310458e2,kyle04@example.org,+256762531196,Push Notification,2024-09-01T13:44:41.169000
16a7ea6d2702,tbarnes@example.org,+255785841621, Push ,2024-05-26T19:22:36.180610
b6680b8a4f00,udaniel@example.org,+250729506074,In-app ,2024-08-23T11:54:16.534574
4d385be09dbc,pbrown@example.net,+254734633899,Email,2024-08-02T15:54:51.885689
b6d0ef91b170,james02@example.com,+256739673198,e-Mail,2024-10-07T10:55:46.462645
ccdbc3d46c18,jimenezzachary@example.net,+255765419319,sms,2025-02-04T09:15:57.135841
0c55ec1da5cf,shelleygreer@example.net,+250780315480, In App ,2024-11-22T01:26:54.801310
be99c8bd6cca,wolson@example.com,+254723705475, Push ,2024-05-13T17:03:44.451492
18175e27a7e5,chad64@example.org,+256749896026,e-Mail,2025-04-20T17:43:19.164333
edd9f402a48a,donna88@example.com,+255758346471,In-app ,2024-10-12T16:38:14.923617
20588b8e3cb7,murraytina@example.com,+250770229005,sms,2024-10-24T02:37:06.254446
d738b687eca6,anthony85@example.net,+254778016672,sms,2024-11-11T01:27:15.416657
e517b9d96065,herrerabrenda@example.org,+256751342803,sms,2024-09-16T22:12:00.242171
e2c6e8745107,amanda14@example.com,+255795830890, In App ,2024-07-28T16:34:45.994881
edb3515c34a5,tholmes@example.net,+250776856016,Push Notification,2025-02-23T15:15:14.413929
d5bd6a68762b,rodneybowman@example.com,+254709975725, Push ,2025-03-05T01:28:48.345417
7986f49d276a,pfrank@example.org,+256769091494, SMS ,2025-01-18T20:31:29.328765
176250d3e3a9,kevinjohnson@example.com,+255714149991,Email,2024-12-04T01:38:20.895134
7ea4d23efa6c,rkennedy@example.net,+250746864594, Push ,2024-11-02T18:49:53.942795
83663e5e97e5,harperjonathan@example.net,+254753013354, SMS ,2025-01-22T22:27:51.094546
e63af2f3e167,mathew16@example.org,+256768907521, In App ,2024-10-18T15:06:37.984766
83f6fd99a184,gilbertgeorge@example.com,+255724101021, Push ,2024-06-22T06:56:21.726712
e4296c309bd4,zallen@example.com,+250748081451,In-app ,2025-01-19T21:42:28.358086
3f4dad038456,mary37@example.org,+254747494287, In App ,2024-12-10T00:00:11.360461
06e07736e958,williamsjennifer@example.com,+256701378335, SMS ,2025-01-01T10:56:04.920010
0614fd41941d,brucecorey@example.com,+255725226075,sms,2024-06-02T16:41:07.110428
cc816f789ce3,morenojesus@example.net,705187051,Email,2024-11-23T12:29:03.783299
ee6058795906,rebeccawright@example.org,+254784791222, Push ,2025-02-01T17:14:21.521436
9536e108959b,ycooper@example.net,+256742042197,e-Mail,2024-07-20T02:37:39.074774
88e1fbd88429,jenniferlove@example.com,+255736279531, SMS ,2024-11-12T09:58:17.050618
ad22c25f8456,hollyhernandez@example.net,+250703748505,sms,2024-10-28T06:08:20.057026
5a7268033fe4,tina14@example.org,+254740994908,Email,2025-02-20T22:07:41.839638
bb167303a59b,wrobles@example.com,+256791858437, Push ,2024-09-13T05:38:37.773480
742edae56f28,stephaniestevens@example.com,+255771635569,Push Notification,2024-06-17T14:11:52.433723
ef626937ada0,zholmes@example.com,+250778164555,e-Mail,2025-03-12T03:24:33.477088
e87181277b74,christopher71@example.org,+254740416007,Email,2024-09-05T13:59:59.807207
2ce22e9d5a77,mmartin@example.org,+256754480343,Push Notification,2025-03-07T19:37:09.235138
b168f6664b0c,angela76@example.org,+255758172992, In App ,2024-05-11T00:48:55.508765
88d5c8550831,debra53@example.com,+250791398525,Push Notification,2024-05-06T00:40:20.356409
8e974be8b9ae,megan63@example.net,+254718975022,sms,2024-06-09T07:53:39.619395
7e03396d9675,smithmeredith@example.org,+256701298305,e-Mail,2025-02-02T08:33:57.083174
8466043dfac4,michael96@example.com,+255768243191,In-app ,2024-09-09T15:47:58.038079
aa62173b41ba,anthonypowell@example.com,+250774275576, Push ,2024-08-16T04:07:41.024127
6892f38e88ba,gayala@example.com,+254702016444,sms,2024-06-21T13:24:52.377661
23ad3fe7fa1d,stephenelliott@example.com,+256717878956,e-Mail,2024-05-12T21:49:01.158533
b4507496c4fe,fglenn@example.org,+255792637300,sms,2024-11-04T04:24:32.269108
5043e50af183,hblanchard@example.org,+250768606791,sms,2024-09-20T16:54:46.376770
592b59628015,kimberly10@example.com,+254769735312,sms,2024-12-27T19:44:23.413055
172a387f05b2,susan05@example.org,+256739738272,Email,2025-03-22T16:43:23.569011
aa30dabf2344,ukhan@example.net,+255757517595,Email,2025-04-02T10:11:34.409634
2bd9a4a60d93,iroberts@example.org,+250731968919, In App ,2024-11-11T23:31:47.859587
f8f12329fad0,kellermichele@example.com,+254788149866,In-app ,2024-10-21T08:31:07.506173
cdf3d6ace808,lisa51@example.com,+256759619355,sms,2024-11-11T03:38:58.454753
9a9d81006ded,mrobbins@example.net,+255767929593,Email,2024-12-25T00:03:42.151352
6a0c5848358d,knightamanda@example.org,+250774728551, In App ,2024-07-24T23:58:35.150888
2de91a181e91,jacobsjoseph@example.net,+254703824833, In App ,2024-11-03T16:07:26.459281
74c04ea7dff3,paularamirez@example.net,+256750757325,e-Mail,2024-08-19T04:21:13.977161
7efb866e3bac,erodriguez@example.com,+255704251547,e-Mail,2024-06-01T16:21:02.548044
ab31df6bffa0,tiffany90@example.com,+250750667453, Push ,2024-09-19T13:34:22.838554
e62bf53ca0a0,robertwhite@example.net,+254718286165,sms,2024-07-29T22:42:36.255263
346364c538c0,reneerobinson@example.net,+256798218485,Push Notification,2025-03-28T02:17:47.041568
a35403744b92,umills@example.org,+255727327409,Email,2024-08-06T00:11:07.286195
09e52a3bd9b2,williamsmadison@example.org,+250794053161, SMS ,2025-03-27T14:10:14.672611
a69078c5d364,briana59@example.org,+254743652099,In-app ,2024-07-12T05:08:18.357247
ae6e76568f65,crystal00@example.org,+256709712051,e-Mail,2024-07-14T17:02:45.080941
c45dc106727c,sarahsmith@example.net,+255743123807,Email,2024-10-19T13:01:05.450641
905ae5988b5a,barnettkayla@example.net,+250758111215,sms,2025-01-20T07:01:45.419502
908b1c1c34fc,waltersbarry@example.com,+254769959487,e-Mail,2024-12-15T04:32:49.249880
d4f70be7e08e,brian62@example.com,+256712753671,e-Mail,2024-10-15T00:10:08.687067
c720baa56a90,griffinkathleen@example.org,+255798065300,Email,2024-12-16T08:06:14.422370
bbcd4541f14a,ybaker@example.net,+250702746768, In App ,2024-07-15T10:24:19.348190
1de7a3d9e8dd,christinabates@example.com,+254726271512, Push ,2024-07-14T20:20:59.295122
8ff3be6701db,daniel76@example.net,+256734780546, SMS ,2024-09-28T07:12:36.832275
c549e53de487,jason04@example.com,+255771825043,Email,2024-07-30T06:32:44.105773
bba49dc7062e,christinefernandez@example.net,+250708364861, SMS ,2025-01-20T22:19:17.177221
19c40e131b4b,carol60@example.net,+254733107276,In-app ,2024-07-21T14:03:46.373406
e93379b737df,jonessherry@example.org,+256796354500, SMS ,2024-06-30T01:15:21.317086
8b114b4096c9,adamburke@example.org,+255744936358,Push Notification,2025-02-26T05:27:41.276037
bf57047b0d7f,rebeccasalazar@example.net,+250733325983, SMS ,2024-10-01T02:29:10.618359
7e3082682525,matthew64@example.net,+254738651451,e-Mail,2024-06-05T12:36:48.257900
2e61595c457a,jamiehernandez@example.com,+256750672189, SMS ,2024-11-14T13:06:31.958056
b0030c08ea6c,andersonaaron@example.com,+255750247241,e-Mail,2024-05-03T19:27:27.443098
53d9648b114c,brian05@example.org,+250754151332,sms,2024-06-05T01:50:05.001465
2ff2ada92047,rebeccamullins@example.org,+254742144858, Push ,2025-04-12T00:12:41.603516
c54f180b68e1,jeff83@example.com,+256780426653,sms,2025-02-21T16:47:48.884171
aa75319cb0b1,sbryant@example.com,+255794669846,In-app ,2024-05-27T19:35:25.982213
e7d597824549,poncefelicia@example.com,+250772215118, In App ,2025-01-24T12:49:15.579498
ac79fcafa1df,zacharycunningham@example.org,+254769573417, SMS ,2024-09-11T17:09:34.813535
843de6354f82,awatkins@example.org,+256785374947, Push ,2024-04-29T23:52:21.039541
d97a330a1391,laura94@example.net,731049642,Push Notification,2024-12-19T08:31:12.344429
73eea3e7638b,tylerthompson@example.com,+250726273852,Email,2024-08-24T05:41:53.128420
18bba666e3b9,heatherlewis@example.com,+254747061227, In App ,2024-06-29T09:39:36.632547
e7af0dd16e04,jennifer33@example.com,+256758878256,sms,2025-03-01T20:47:27.194807
0df1d00e5f3c,newmanmadeline@example.net,+255709687413, Push ,2024-06-16T10:00:59.996387
82b83a608df2,lesliebullock@example.org,+250747894769, Push ,2025-02-06T13:21:02.237785
